mission_status,title,launch_time,description,article_link,location,videos,rocket_data.rocket_name,rocket_data.image_url,rocket_data.image_credit,rocket_data.status,rocket_data.payload_to_leo,rocket_data.stages,rocket_data.strap-ons,rocket_data.rocket_height,rocket_data.fairing_diameter,rocket_data.rocket_details_link,rocket_data.rocket_id,rocket_data.payload_to_gto,rocket_data.price,rocket_data.liftoff_thrust,rocket_data.fairing_height,mission_data.title,mission_data.description,mission_data.orbit,mission_data.payloads,mission_data.total_mass
,Tianzhou 8,"NET December, 2024",,,"LC-201, Wenchang Space Launch Site, China",,Long March 7,https://storage.googleapis.com/nextspaceflight/media/rockets/Long_March_7_rocket.webp,Image Credit: CASC,Active,"13,500 kg",2,4,53.1 m,4.2 m,/rockets/125,125,"5,500 kg",,"7,128 kN",12.4 m,Tianzhou 8,"The Tianzhou (Chinese: 天舟; lit. 'Heavenly Ship') is a Chinese automated cargo spacecraft developed from China's first prototype space station Tiangong-1 to resupply its future modular space station. It was first launched (Tianzhou 1) on the Long March 7 rocket on April 20, 2017, and demonstrated autonomous propellant transfer (space refueling).",Low Earth Orbit,1,"13,000.0 kg"
,Demo Flight,"NET December, 2024",,,"Commercial LC-1, Wenchang Space Launch Site, China",,Long March 8A,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"8,400 kg",2,2,50.54 m,5.2 m,/rockets/126,126,,,"4,894 kN",,,,,,
,Fram2,"NET December, 2024",,,"SLC-40 or LC-39A, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,Fram2,"Named in honor of the ship that helped explorers first reach Earth’s Arctic and Antarctic regions, the mission commander will be Chun Wang, an entrepreneur and explorer who co-founded f2pool and stakefish. The vehicle commander will be Jannicke Mikkelsen, a film director, and cinematographer. The vehicle pilot will be Eric Philips, a professional polar adventurer and guide who has completed ski expeditions to the North and South Poles. The final crew member will be mission specialist Rabea Rogge, a robotics researcher from Berlin, currently pursuing her PhD in Norway.",Polar Orbit,,
,Flight 2,"NET December, 2024",Payload to be confirmed.,,"Space One Launch Pad, Space Port Kii, Japan",,KAIROS,https://storage.googleapis.com/nextspaceflight/media/rockets/KAIROS.webp,Image Credit: Space One,Active,250 kg,4,0,18.0 m,1.5 m,/rockets/297,297,,$9.0 million,,4.0 m,,,,,
,Resurs-P No.5,"NET 4th Quarter, 2024",,,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",,Soyuz 2.1b,https://storage.googleapis.com/nextspaceflight/media/rockets/soyuz_2.1b.webp,Image Credit: Roscosmos,Active,"8,020 kg",3,4,44.08 m,4.11 m,/rockets/142,142,0 kg,$20.0 million,"4,550 kN",8.36 m,Resurs-P No.5,Resurs-P is a series of Russian commercial Earth observation satellites capable of acquiring high-resolution imagery (resolution up to 1.0 m). The spacecraft is operated by Roscosmos as a replacement for the Resurs-DK No.1 satellite.,Sun-Synchronous Orbit,1,"6,570.0 kg"
,Obzor-R n°1 & Others,"NET 4th Quarter, 2024",,,"Plesetsk Cosmodrome, Russia",,Soyuz 2.1a/Fregat-M,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz_2.1a_Fregat-M.webp,Image Credit: Roscosmos,Active,"7,020 kg",4,4,46.94 m,4.11 m,/rockets/141,141,"2,810 kg",$23.0 million,"4,550 kN",10.2 m,Obzor-R n°1,The Russian Obzor-R satellite is a planned X-band radar earth observation satellite designed by TsSKB-Progress.,Sun-Synchronous Orbit,1,
,Project Kuiper,"NET 4th Quarter, 2024",,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Atlas V 551,https://storage.googleapis.com/nextspaceflight/media/rockets/Atlas_V_551.webp,Image Credit: ULA,Active,"18,850 kg",2,5,62.2 m,5.4 m,/rockets/25,25,"8,900 kg",$153.0 million,"12,141 kN",26.5 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Thuraya 4-NGS,"NET 4th Quarter, 2024",,,"SLC-40 or LC-39A, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,Thuraya 4-NGS,Thuraya 4-NGS is a communication satellite being built by Airbus Defense and Space for the UAE based Yahsat.,Geostationary Transfer Orbit,1,"5,000.0 kg"
,Elytra Mission 1,"NET 4th Quarter, 2024",,,"SLC-2W, Vandenberg SFB, California, USA",,Alpha,https://storage.googleapis.com/nextspaceflight/media/rockets/Alpha.webp,Image Credit: Firefly Aerospace,Active,"1,030 kg",2,0,29.48 m,2.2 m,/rockets/62,62,,$15.0 million,801 kN,5.0 m,Elytra Mission 1,"Elytra Mission 1 will demonstrate the responsive on-orbit capabilities of the Elytra vehicle. In support of Xtenti’s follow-on study contract with the NRO, the mission will demonstrate a rapid payload reconfiguration utilizing Xtenti’s FANTM-RiDE payload dispenser prior to launching on Firefly’s Alpha vehicle. Upon launching on Alpha, Firefly’s Elytra vehicle will utilize the FANTM-RiDE dispenser to first deploy commercial rideshare payloads in Sun-Synchronous Orbit, and then perform an on-orbit maneuver and stand ready to deploy U.S. government payloads on-demand.",Sun-Synchronous Orbit,,
,BlackSky Gen-3 Mission 1,"NET 4th Quarter, 2024",,,"Māhia Peninsula, New Zealand",,Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,320 kg,3,0,18.0 m,1.2 m,/rockets/4,4,,$7.5 million,224 kN,4.05 m,BlackSky Gen-3 Mission 1,"The first of five BlackSky Technology missions to deploy its new next-generation BlackSky Gen-3 satellites. The commercial constellation of Gen-3 satellites has the capability to produce imagery with 50-centimeter resolution and host multiple sensors, including shortwave infrared (SWIR). The improved resolution and enhanced spectral diversity of the Gen-3 satellites will expand BlackSky's ability to provide real-time information to its customers.",Low Earth Orbit,,
,Glonass-K1 n°19L,"NET 4th Quarter, 2024",,,"Plesetsk Cosmodrome, Russia",,Soyuz 2.1b/Fregat-M,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz_2.1b-Fregat-M.webp,Image Credit: Roscosmos,Active,"7,500 kg",4,4,46.94 m,4.11 m,/rockets/142,142,"3,250 kg",$25.0 million,"4,550 kN",11.43 m,Glonass-K1 n°19L,"GLONASS-K is the latest satellite design intended as a part of the Russian GLONASS radio-based satellite navigation system. Developed by ISS Reshetnev (Reshetnev Information Satellite Systems) and first launched on 26 February 2011, it is a substantial improvement of the previous GLONASS-M second-generation satellites, having a longer lifespan and better accuracy.",Medium Earth Orbit,1,
,CRS SNC-1,NET 2024,First flight of the Dream Chaser spaceplane.,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC4L,https://storage.googleapis.com/nextspaceflight/media/rockets/Vulcan_VC4L.webp,Image Credit: ULA,Planned,"24,600 kg",2,4,63.3 m,5.4 m,/rockets/70,70,"11,693 kg",,"13,006 kN",21.3 m,CRS SNC-1,The Dream Chaser Cargo System is an American reusable spaceplane being developed by Sierra Nevada Corporation (SNC) Space Systems. The Dream Chaser is designed to resupply the International Space Station with both pressurized and unpressurized cargo. The vehicle will launch vertically and autonomously land horizontally on conventional runways.,Low Earth Orbit,1,"5,000.0 kg"
,ViaSat-3 EMEA,NET 2024,,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Atlas V 551,https://storage.googleapis.com/nextspaceflight/media/rockets/Atlas_V_551.webp,Image Credit: ULA,Active,"18,850 kg",2,5,62.2 m,5.4 m,/rockets/25,25,"8,900 kg",$153.0 million,"12,141 kN",26.5 m,"ViaSat-3 EMEA (Europe, Middle East and Africa)","The ViaSat-3 class of Ka-band satellites is expected to provide unprecedented capabilities in terms of service speed and flexibility for a satellite platform. The first two satellites will focus on the Americas and on Europe, Middle East and Africa (EMEA), respectively, with the third satellite planned for the APAC region, completing Viasat's global service coverage. Each ViaSat-3 class satellite is expected to deliver more than 1-Terabit per second of network capacity, and to leverage high levels of flexibility to dynamically direct capacity to where customers are located.",Geostationary Earth Orbit,1,"6,400.0 kg"
,NAOS (LUXEOSys),NET 2024,,,"SLC-4E, Vandenberg SFB, California, USA",,Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,NAOS (LUXEOSys),NAOS (National Advanced Optical System) is Luxembourg's military recon satellite.,Sun-Synchronous Orbit,1,800.0 kg
,GSAT-7R,NET 2024,,,"Second Launch Pad, Satish Dhawan Space Centre, India",,GSLV Mk II,https://storage.googleapis.com/nextspaceflight/media/rockets/GSLV_Mk_II.webp,Image Credit: ISRO,Active,"5,000 kg",3,4,51.7 m,4.0 m,/rockets/35,35,"2,500 kg",$47.0 million,"7,887 kN",7.8 m,GSAT-7R,GSAT-7 is an advanced communication satellite built by ISRO to provide wide range of service spectrum from low bit rate voice to high bit rate data communication. GSAT-7 Communication payload is designed to provide communication capabilities to users over a wide oceanic region including the Indian land-mass. The payload configuration is compatible with I-2.5K bus of ISRO. The GSAT-7 payload design includes Multiband communication.,Geostationary Earth Orbit,1,"2,650.0 kg"
,EOS-05,NET 2024,,,"Second Launch Pad, Satish Dhawan Space Centre, India",,GSLV Mk II,https://storage.googleapis.com/nextspaceflight/media/rockets/GSLV_Mk_II.webp,Image Credit: ISRO,Active,"5,000 kg",3,4,51.7 m,4.0 m,/rockets/35,35,"2,500 kg",$47.0 million,"7,887 kN",7.8 m,GISAT-2,GEO Imaging Satellite or GISAT is a planned Indian geo-imaging satellite for providing images quickly during disasters.,Geostationary Transfer Orbit,1,"2,100.0 kg"
,HRSAT,NET 2024,,,"Satish Dhawan Space Centre, India",,PSLV-XL,https://storage.googleapis.com/nextspaceflight/media/rockets/PSLV_XL.webp,,Active,"3,250 kg",4,6,44.0 m,3.2 m,/rockets/34,34,"1,410 kg",$31.0 million,"7,661 kN",8.3 m,HRSAT,HRSAT (High Resolution Satellite) is an Indian satellite constellation consisting of three satellites in a single orbital plane.,Sun-Synchronous Orbit,3,
,Cartosat-3B,NET 2024,,,"Satish Dhawan Space Centre, India",,PSLV-XL,https://storage.googleapis.com/nextspaceflight/media/rockets/PSLV_XL.webp,,Active,"3,250 kg",4,6,44.0 m,3.2 m,/rockets/34,34,"1,410 kg",$31.0 million,"7,661 kN",8.3 m,Cartosat-3B,"Cartosat-3 are a proposed series of remote sensing satellites from ISRO, which are intended to replace the IRS series. Cartosat-3 is an advanced version of Cartosat-2 series with improved spatial and spectral characteristics. It will have a panchromatic resolution of 0.25 metres and Mx of 1 metre which is a major improvement from the previous payloads in the Cartosat series. Potential uses include weather mapping, cartography, and strategic applications.",Geostationary Earth Orbit,1,
,HTV-X 1,NET 2024,The first flight of HTV-X.,,"LA-Y2, Tanegashima Space Center, Japan",,H3-24L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Active,,2,4,,5.27 m,/rockets/105,105,"6,500 kg",$50.0 million,"12,142 kN",10.4 m,HTV-X 1,"HTV-X 1 is the maiden flight of HTV-X. It is designed to be more affordable compared to the original H-II Transfer Vehicle (HTV). Like its predecessor, HTV-X vehicle will transport cargo to the International Space Station.",Low Earth Orbit,1,
,Meridian-M n°21L,NET 2024,,,"Site 43/3, Plesetsk Cosmodrome, Russia",,Soyuz 2.1a/Fregat-M,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz_2.1a_Fregat-M.webp,Image Credit: Roscosmos,Active,"7,020 kg",4,4,46.94 m,4.11 m,/rockets/141,141,"2,810 kg",$23.0 million,"4,550 kN",10.2 m,Meridian-M n°21L,"It is the 11th Meridian satellite to fly. It is named 21L, because ISS Rechetnyov (the manufacturer) numbering system starts from 11. The letter L is added to indicate that it is a flight unit (лётный in Russian).",Molniya Orbit,1,"2,100.0 kg"
,Meridian-M n°22L,NET 2024,,,"Site 43/3, Plesetsk Cosmodrome, Russia",,Soyuz 2.1a/Fregat-M,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz_2.1a_Fregat-M.webp,Image Credit: Roscosmos,Active,"7,020 kg",4,4,46.94 m,4.11 m,/rockets/141,141,"2,810 kg",$23.0 million,"4,550 kN",10.2 m,Meridian-M n°22L,"It is the 12th Meridian satellite to fly. It is named 22L, because ISS Rechetnyov (the manufacturer) numbering system starts from 11. The letter L is added to indicate that it is a flight unit (лётный in Russian).",Molniya Orbit,1,"2,100.0 kg"
,Tundra n°7L,NET 2024,,,"Site 35/1, Plesetsk Cosmodrome, Russia",,Angara A5/Blok DM-03,https://storage.googleapis.com/nextspaceflight/media/rockets/Angara_A5_DM-03.webp,Image Credit: Roscosmos,Active,"23,000 kg",3,4,55.4 m,4.35 m,/rockets/58,58,"5,400 kg",$100.0 million,"9,610 kN",15.2 m,Tundra n°7L,The Tundra or EKS (Edinaya Kosmicheskaya Sistema) series of satellites is the next generation of Russian early warning satellites to replace the US-K and US-KMO early warning satellites of the Oko-1 system.,Molniya Orbit,1,
,Demo Flight,NET 2024,First flight of Rokot-M.,,"Site 133/3, Plesetsk Cosmodrome, Russia",,Rokot-M/Briz KM-2,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"2,300 kg",3,0,29.1 m,2.62 m,/rockets/37,37,0 kg,$12.0 million,"1,875 kN",6.74 m,,,,,
,NROL-174,NET 2024,,,"SLC-8, Vandenberg SFB, California, USA",,Minotaur IV,https://storage.googleapis.com/nextspaceflight/media/rockets/Minotaur_IV.webp,,Active,"1,735 kg",4,0,23.88 m,2.34 m,/rockets/128,128,,$46.0 million,"2,200 kN",6.4 m,NROL-174,Classified mission for the National Reconnoissance Office.,Low Earth Orbit,,
,O3b mPOWER 7 & 8,NET 2024,,,"SLC-40 or LC-39A, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,O3b mPOWER 7 & 8,The O3b mPOWER satellites are improved second-generation satellites for the SES owned O3b Networks.,Medium Earth Orbit,2,
,GOSAT-GW,NET 2024,,,"LA-Y1, Tanegashima Space Center, Japan",,H-IIA 202,https://storage.googleapis.com/nextspaceflight/media/rockets/H-IIA_202_rocket.webp,Image Credit: MHI,Active,"10,000 kg",2,2,53.0 m,4.07 m,/rockets/179,179,"4,100 kg",$90.0 million,,12.0 m,GOSAT-GW,"GOSAT-GW (Greenhouse Gases Observing Satellite Greenhouse gases and Water cycle), formerly known as GOSAT 3, is JAXA's next-generation satellite to monitor the greenhouse gases like carbon dioxide in the Earth's atmosphere. It is the follow on to the GOSAT 2 (Ibuki 2) and GCOM-W (Shizuku) missions.",Sun-Synchronous Orbit,1,"2,900.0 kg"
,Demo Flight,NET 2024,First flight of Spectrum. First orbital flight from Andøya.,,"Orbital Launch Pad, Andøya Rocket Range, Nordland, Norway",,Spectrum,https://storage.googleapis.com/nextspaceflight/media/rockets/Spectrum.webp,Image Credit: Isar Aerospace,Planned,"1,000 kg",2,0,28.0 m,2.0 m,/rockets/257,257,,,675 kN,,,,,,
,NROL-69,NET 2024,,,"SLC-40 or LC-39A, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,NROL-69,NROL-69 is a classified mission for the National Reconnaissance Office.,,,
,OTB-2,NET 2024,,,"SLC-2W, Vandenberg SFB, California, USA",,Alpha,https://storage.googleapis.com/nextspaceflight/media/rockets/Alpha.webp,Image Credit: Firefly Aerospace,Active,"1,030 kg",2,0,29.48 m,2.2 m,/rockets/62,62,,$15.0 million,801 kN,5.0 m,OTB-2,OTB-2 (Orbital Test Bed 2) is a small satellite operated by General Atomics Electromagnetic Systems Group (GA-EMS) to host several experiments from different customers.,Low Earth Orbit,1,
,EOS SAR 1,NET 2024,,,"SLC-2W, Vandenberg SFB, California, USA",,Alpha,https://storage.googleapis.com/nextspaceflight/media/rockets/Alpha.webp,Image Credit: Firefly Aerospace,Active,"1,030 kg",2,0,29.48 m,2.2 m,/rockets/62,62,,$15.0 million,801 kN,5.0 m,EOS SAR 1,EOS SAR 1 is a Synthetic Aperture Radar satellite for EOS Data Analytics.,Polar Orbit,1,200.0 kg
,Nusantara Lima,NET 2024,,,"SLC-40 or LC-39A, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,Nusantara Lima,"Nusantara Lima is a Boeing built, Indonesian high-throughput telecommunications satellite to operate in Geostationary orbit as a compliment to SATRIA-1 and replacement for Nusantara-2, which failed to reach orbit on a  CZ-3B in 2020.",Geostationary Transfer Orbit,,
