mission_status,title,launch_time,description,videos,article_link,location,rocket_data.rocket_name,rocket_data.image_url,rocket_data.image_credit,rocket_data.status,rocket_data.price,rocket_data.liftoff_thrust,rocket_data.payload_to_leo,rocket_data.payload_to_gto,rocket_data.stages,rocket_data.strap-ons,rocket_data.rocket_height,rocket_data.fairing_diameter,rocket_data.fairing_height,rocket_data.rocket_details_link,rocket_data.rocket_id,mission_data.title,mission_data.description,mission_data.payloads,mission_data.total_mass,mission_data.orbit
,BlackSky Gen-3 Mission 1,"NET 4th Quarter, 2024",,,,"Māhia Peninsula, New Zealand",Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,$7.5 million,224 kN,320 kg,,3,0,18.0 m,1.2 m,4.05 m,/rockets/4,4,BlackSky Gen-3 Mission 1,"The first of five BlackSky Technology missions to deploy its new next-generation BlackSky Gen-3 satellites. The commercial constellation of Gen-3 satellites has the capability to produce imagery with 50-centimeter resolution and host multiple sensors, including shortwave infrared (SWIR). The improved resolution and enhanced spectral diversity of the Gen-3 satellites will expand BlackSky's ability to provide real-time information to its customers.",,,Low Earth Orbit
,Glonass-K1 n°19L,"NET 4th Quarter, 2024",,,,"Plesetsk Cosmodrome, Russia",Soyuz 2.1b/Fregat-M,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz_2.1b-Fregat-M.webp,Image Credit: Roscosmos,Active,$25.0 million,"4,550 kN","7,500 kg","3,250 kg",4,4,46.94 m,4.11 m,11.43 m,/rockets/142,142,Glonass-K1 n°19L,"GLONASS-K is the latest satellite design intended as a part of the Russian GLONASS radio-based satellite navigation system. Developed by ISS Reshetnev (Reshetnev Information Satellite Systems) and first launched on 26 February 2011, it is a substantial improvement of the previous GLONASS-M second-generation satellites, having a longer lifespan and better accuracy.",1,,Medium Earth Orbit
,NAOS (LUXEOSys),NET 2024,,,,"SLC-4E, Vandenberg SFB, California, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,NAOS (LUXEOSys),NAOS (National Advanced Optical System) is Luxembourg's military recon satellite.,1,800.0 kg,Sun-Synchronous Orbit
,GaganYaan Demo Flight 1,NET 2024,First orbital flight of the GaganYaan spacecraft. First flight of the GSLV Mark III with an escape tower.,,,"Second Launch Pad, Satish Dhawan Space Centre, India",LVM-3,https://storage.googleapis.com/nextspaceflight/media/rockets/LVM-3.webp,Image Credit: ISRO,Active,$62.0 million,"11,898 kN","10,000 kg","4,000 kg",3,2,43.4 m,5.0 m,,/rockets/178,178,GaganYaan Demo Flight 1,An uncrewed orbital test flight of ISRO's human-rated GaganYaan capsule.,1,,Low Earth Orbit
,HTV-X 1,NET 2024,The first flight of HTV-X.,,,"LA-Y2, Tanegashima Space Center, Japan",H3-24L,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Active,$50.0 million,"12,142 kN",,"6,500 kg",2,4,,5.27 m,10.4 m,/rockets/105,105,HTV-X 1,"HTV-X 1 is the maiden flight of HTV-X. It is designed to be more affordable compared to the original H-II Transfer Vehicle (HTV). Like its predecessor, HTV-X vehicle will transport cargo to the International Space Station.",1,,Low Earth Orbit
,Meridian-M n°21L,NET 2024,,,,"Site 43/3, Plesetsk Cosmodrome, Russia",Soyuz 2.1a/Fregat-M,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz_2.1a_Fregat-M.webp,Image Credit: Roscosmos,Active,$23.0 million,"4,550 kN","7,020 kg","2,810 kg",4,4,46.94 m,4.11 m,10.2 m,/rockets/141,141,Meridian-M n°21L,"It is the 11th Meridian satellite to fly. It is named 21L, because ISS Rechetnyov (the manufacturer) numbering system starts from 11. The letter L is added to indicate that it is a flight unit (лётный in Russian).",1,"2,100.0 kg",Molniya Orbit
,Meridian-M n°22L,NET 2024,,,,"Site 43/3, Plesetsk Cosmodrome, Russia",Soyuz 2.1a/Fregat-M,https://storage.googleapis.com/nextspaceflight/media/rockets/Soyuz_2.1a_Fregat-M.webp,Image Credit: Roscosmos,Active,$23.0 million,"4,550 kN","7,020 kg","2,810 kg",4,4,46.94 m,4.11 m,10.2 m,/rockets/141,141,Meridian-M n°22L,"It is the 12th Meridian satellite to fly. It is named 22L, because ISS Rechetnyov (the manufacturer) numbering system starts from 11. The letter L is added to indicate that it is a flight unit (лётный in Russian).",1,"2,100.0 kg",Molniya Orbit
,Tundra n°7L,NET 2024,,,,"Site 35/1, Plesetsk Cosmodrome, Russia",Angara A5/Blok DM-03,https://storage.googleapis.com/nextspaceflight/media/rockets/Angara_A5_DM-03.webp,Image Credit: Roscosmos,Active,$100.0 million,"9,610 kN","23,000 kg","5,400 kg",3,4,55.4 m,4.35 m,15.2 m,/rockets/58,58,Tundra n°7L,The Tundra or EKS (Edinaya Kosmicheskaya Sistema) series of satellites is the next generation of Russian early warning satellites to replace the US-K and US-KMO early warning satellites of the Oko-1 system.,1,,Molniya Orbit
,Demo Flight,NET 2024,First flight of Rokot-M.,,,"Site 133/3, Plesetsk Cosmodrome, Russia",Rokot-M/Briz KM-2,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,$12.0 million,"1,875 kN","2,300 kg",0 kg,3,0,29.1 m,2.62 m,6.74 m,/rockets/37,37,,,,,
,NROL-174,NET 2024,,,,"SLC-8, Vandenberg SFB, California, USA",Minotaur IV,https://storage.googleapis.com/nextspaceflight/media/rockets/Minotaur_IV.webp,,Active,$46.0 million,"2,200 kN","1,735 kg",,4,0,23.88 m,2.34 m,6.4 m,/rockets/128,128,NROL-174,Classified mission for the National Reconnoissance Office.,,,Low Earth Orbit
,O3b mPOWER 7 & 8,NET 2024,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-40 or LC-39A, Florida, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,O3b mPOWER 7 & 8,The O3b mPOWER satellites are improved second-generation satellites for the SES owned O3b Networks.,2,,Medium Earth Orbit
,USSF-106,NET 2024,First Vulcan rocket to support a NSSL mission.,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Vulcan Centaur,https://storage.googleapis.com/nextspaceflight/media/rockets/Vulcan_Centaur.webp,,Active,,,,,2,,,5.4 m,,/rockets/70,70,NTS-3,"NTS-3 (Navigation Technology Satellite 3) is a demonstration navigation satellite. NTS-3 will experiment with a new digital signal generator that can be reprogrammed on-orbit, enabling it to broadcast new signals, improve performance by avoiding and defeating interference, and adding signatures for detecting spoofing attacks.",1,"1,250.0 kg",Geosynchronous Orbit
,GOSAT-GW,NET 2024,,,,"LA-Y1, Tanegashima Space Center, Japan",H-IIA 202,https://storage.googleapis.com/nextspaceflight/media/rockets/H-IIA_202_rocket.webp,Image Credit: MHI,Active,$90.0 million,,"10,000 kg","4,100 kg",2,2,53.0 m,4.07 m,12.0 m,/rockets/179,179,GOSAT-GW,"GOSAT-GW (Greenhouse Gases Observing Satellite Greenhouse gases and Water cycle), formerly known as GOSAT 3, is JAXA's next-generation satellite to monitor the greenhouse gases like carbon dioxide in the Earth's atmosphere. It is the follow on to the GOSAT 2 (Ibuki 2) and GCOM-W (Shizuku) missions.",1,"2,900.0 kg",Sun-Synchronous Orbit
,Demo Flight,NET 2024,First flight of Spectrum. First orbital flight from Andøya.,,,"Orbital Launch Pad, Andøya Rocket Range, Nordland, Norway",Spectrum,https://storage.googleapis.com/nextspaceflight/media/rockets/Spectrum.webp,Image Credit: Isar Aerospace,Planned,,675 kN,"1,000 kg",,2,0,28.0 m,2.0 m,,/rockets/257,257,,,,,
,USSF-87,NET 2024,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Vulcan VC4S,https://storage.googleapis.com/nextspaceflight/media/rockets/Vulcan_VC4S.webp,Image Credit: ULA,Planned,,"13,006 kN","24,600 kg","11,693 kg",2,4,61.6 m,5.4 m,15.5 m,/rockets/70,70,USSF-87,USSF-87 is a classified mission for the United States Space Force.,,,
,Nusantara Lima,NET 2024,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-40 or LC-39A, Florida, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,Nusantara Lima,"Nusantara Lima is a Boeing built, Indonesian high-throughput telecommunications satellite to operate in Geostationary orbit as a compliment to SATRIA-1 and replacement for Nusantara-2, which failed to reach orbit on a  CZ-3B in 2020.",,,Geostationary Transfer Orbit
,Project Kuiper,NET 2024,,,,"LP-3C, Pacific Spaceport Complex, Kodiak, Alaska, USA",RS1 Block 2,https://storage.googleapis.com/nextspaceflight/media/rockets/rs1_block2.webp,Image Credit: ABL Space Systems,Planned,$12.0 million,582 kN,,,2,0,,2.0 m,,/rockets/259,259,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
,Project Kuiper,NET 2024,,,,"LP-3C, Pacific Spaceport Complex, Kodiak, Alaska, USA",RS1 Block 2,https://storage.googleapis.com/nextspaceflight/media/rockets/rs1_block2.webp,Image Credit: ABL Space Systems,Planned,$12.0 million,582 kN,,,2,0,,2.0 m,,/rockets/259,259,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
,Michibiki 5,NET 2024,Launch vehicle variant to be confirmed.,,,"LA-Y2, Tanegashima Space Center, Japan",H3-22S,https://storage.googleapis.com/nextspaceflight/media/rockets/H3-22.webp,Image Credit: JAXA,Active,$50.0 million,"7,542 kN",,"4,000 kg",2,2,63.0 m,5.27 m,10.3 m,/rockets/105,105,Michibiki 5,"QZSS (Quasi Zenith Satellite System) is a Japanese satellite navigation system operating from inclined, elliptical geosynchronous orbits to achieve optimal high-elevation visibility in urban canyons and mountainous areas. The navigation system objective is to broadcast GPS-interoperable and augmentation signals as well as original Japanese (QZSS) signals from a three-spacecraft constellation.",1,,Geostationary Transfer Orbit
,Skylark 5-8,NET 2024,,,,"Māhia Peninsula, New Zealand",Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,$7.5 million,224 kN,320 kg,,3,0,18.0 m,1.2 m,4.05 m,/rockets/4,4,Skylark 5-8,"The Skylark satellites, built and operated by Spire, will monitor all near-Earth orbits from space, delivering enhanced Space Situational Awareness services to the global satellite community, with timely and precise information for space object detection, tracking, orbit determination, collision avoidance, navigation, and proximity alerts.",4,,Low Earth Orbit
,Skylark 9-12,NET 2024,,,,"Māhia Peninsula, New Zealand",Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,$7.5 million,224 kN,320 kg,,3,0,18.0 m,1.2 m,4.05 m,/rockets/4,4,Skylark 9-12,"The Skylark satellites, built and operated by Spire, will monitor all near-Earth orbits from space, delivering enhanced Space Situational Awareness services to the global satellite community, with timely and precise information for space object detection, tracking, orbit determination, collision avoidance, navigation, and proximity alerts.",4,,Low Earth Orbit
,StriX Launch 6,NET 2024,,,,"Māhia Peninsula, New Zealand",Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,$7.5 million,224 kN,320 kg,,3,0,18.0 m,1.2 m,4.05 m,/rockets/4,4,StriX Launch 6,This is the second of a bulk buy of two Electron launches by Synspective to deliver their StriX satellites to low Earth orbit. StriX satellites can collect data with a ground resolution of 1-3m and a swath width of more than 10-30km. Each Electron launch will deliver 1 StriX satellite into orbit. This will be the overall 6th StriX satellite launched by Rocket Lab for Synspective.,1,,
,BlackSky Gen-3 Mission 2,NET 2024,,,,"Māhia Peninsula, New Zealand",Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,$7.5 million,224 kN,320 kg,,3,0,18.0 m,1.2 m,4.05 m,/rockets/4,4,BlackSky Gen-3 Mission 2,"The second of five BlackSky Technology missions to deploy its new next-generation BlackSky Gen-3 satellites. The commercial constellation of Gen-3 satellites has the capability to produce images with 50-centimeter resolution and to host multiple sensors, including shortwave infrared (SWIR). The improved resolution and enhanced spectral diversity of the Gen-3 satellites will expand BlackSky's ability to provide real-time information to its customers.",,,Low Earth Orbit
,BlackSky Gen-3 Mission 3,NET 2024,,,,"Māhia Peninsula, New Zealand",Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,$7.5 million,224 kN,320 kg,,3,0,18.0 m,1.2 m,4.05 m,/rockets/4,4,BlackSky Gen-3 Mission 3,"The third of five BlackSky Technology missions deploying its new next-generation BlackSky Gen-3 satellites. The commercial constellation of Gen-3 satellites has the capability to produce images with a resolution of 50 centimeters and to host multiple sensors, including shortwave infrared (SWIR). The improved resolution and enhanced spectral diversity of the Gen-3 satellites will expand BlackSky's ability to provide real-time information to its customers.",,,Low Earth Orbit
,BlackSky Gen-3 Mission 4,NET 2024,,,,"Māhia Peninsula, New Zealand",Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,$7.5 million,224 kN,320 kg,,3,0,18.0 m,1.2 m,4.05 m,/rockets/4,4,BlackSky Gen-3 Mission 4,"BlackSky Technology's fourth of five missions deploying its new next-generation BlackSky Gen-3 satellites. The commercial constellation of Gen-3 satellites has the capability to produce 50-centimeter resolution imagery and host multiple sensors, including shortwave infrared (SWIR). The improved resolution and enhanced spectral diversity of the Gen-3 satellites will expand BlackSky's ability to provide real-time information to its customers.",,,Low Earth Orbit
,BlackSky Gen-3 Mission 5,NET 2024,,,,"Māhia Peninsula, New Zealand",Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,$7.5 million,224 kN,320 kg,,3,0,18.0 m,1.2 m,4.05 m,/rockets/4,4,BlackSky Gen-3 Mission 5,"BlackSky Technology's fifth and final mission will deploy its new next-generation BlackSky Gen-3 satellites. The commercial constellation of Gen-3 satellites has the capability to produce images with a resolution of 50 centimeters and to host multiple sensors, including shortwave infrared (SWIR). The improved resolution and enhanced spectral diversity of the Gen-3 satellites will expand BlackSky's ability to provide real-time information to its customers.",,,Low Earth Orbit
,Leidos Mission 2,NET 2024,,,,"Rocket Lab LC-2 (LP-0C), Wallops Flight Facility, Virginia, USA",Electron,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron-Rocket.webp,Image Credit: Rocket Lab,Active,$7.5 million,224 kN,320 kg,,2,0,18.0 m,1.2 m,4.05 m,/rockets/4,4,Leidos Mission 2,MACH-TB is a full-scale test of Leidos' MACH-TB program. The Multi-Service Advanced Capability Hypersonic Test Bed (MACH-TB) program aims to increase the speed of testing of all commercially available hypersonic systems. The program also envisioned the creation of an experimental glide body (EGB) that will allow the team to collect data and validate the performance of hypersonic glide body components.,1,,
,Leidos Mission 3,NET 2024,,,,"Rocket Lab LC-2 (LP-0C), Wallops Flight Facility, Virginia, USA",Electron,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron-Rocket.webp,Image Credit: Rocket Lab,Active,$7.5 million,224 kN,320 kg,,2,0,18.0 m,1.2 m,4.05 m,/rockets/4,4,Leidos Mission 3,MACH-TB is a full-scale test of Leidos' MACH-TB program. The Multi-Service Advanced Capability Hypersonic Test Bed (MACH-TB) program aims to increase the speed of testing of all commercially available hypersonic systems. The program also envisioned the creation of an experimental glide body (EGB) that will allow the team to collect data and validate the performance of hypersonic glide body components.,1,,
,Flight 2,NET 2024,Second test flight of the RS1 rocket and first flight of Block 2 which implements improvements related to the first failed flight and planned improvements for the future. Among the improvements is the addition of two central engines to increase thrust by 20% and 20% more propellant storage capacity.,,,"LP-3C, Pacific Spaceport Complex, Kodiak, Alaska, USA",RS1 Block 2,https://storage.googleapis.com/nextspaceflight/media/rockets/rs1_block2.webp,Image Credit: ABL Space Systems,Planned,$12.0 million,582 kN,,,2,0,,2.0 m,,/rockets/259,259,,,,,
,Demo Flight,NET 2024,First launch of the Tianlong-3.,,,"Commercial LC-2, Wenchang Space Launch Site, China",Tianlong 3,https://storage.googleapis.com/nextspaceflight/media/rockets/Tianlong-3.webp,Image Credit: Space Pioneer,Planned,,,"17,000 kg",,2,,71.0 m,4.2 m,,/rockets/291,291,,,,,
,Second Flight,NET 2024,,,,"Commercial LC-2, Wenchang Space Launch Site, China",Tianlong 3,https://storage.googleapis.com/nextspaceflight/media/rockets/Tianlong-3.webp,Image Credit: Space Pioneer,Planned,,,"17,000 kg",,2,,71.0 m,4.2 m,,/rockets/291,291,,,,,
